% generated by FindSubsumingRelation script %
% (c) 2016 Ali Parsai --- www.parsai.net    %




@relation 'subsuming'
@attribute 'IsSubsuming' { 'True', 'False' }
@attribute 'IsRedundant' { 'True', 'False' }
@attribute 'MutantType' { 'arithmeticOperatorReplacementBinary', 'arithmeticOperatorReplacementShortcut', 'arithmeticOperatorReplacementUnary', 'logicalOperatorReplacement', 'shiftOperatorReplacement', 'relationalOperatorReplacement', 'conditionalOperatorReplacement', 'conditionalOperatorDeletion', 'assignmentOperatorReplacementShortcut' }
@attribute 'TimesCovered' numeric


@data
True,True,arithmeticOperatorReplacementShortcut,5
True,True,relationalOperatorReplacement,22
True,True,conditionalOperatorReplacement,87
True,True,conditionalOperatorDeletion,3
True,True,relationalOperatorReplacement,2
True,True,arithmeticOperatorReplacementUnary,138486
False,True,relationalOperatorReplacement,159
False,True,arithmeticOperatorReplacementShortcut,48
False,True,relationalOperatorReplacement,16
False,True,relationalOperatorReplacement,260
False,True,conditionalOperatorReplacement,404698
False,True,arithmeticOperatorReplacementBinary,20080
True,True,relationalOperatorReplacement,16
True,True,relationalOperatorReplacement,1615
True,True,relationalOperatorReplacement,2002
False,True,conditionalOperatorReplacement,9941
False,True,relationalOperatorReplacement,213299
True,True,conditionalOperatorDeletion,305
True,True,conditionalOperatorReplacement,42
True,True,relationalOperatorReplacement,1
True,True,relationalOperatorReplacement,1
False,True,relationalOperatorReplacement,65
True,True,conditionalOperatorDeletion,363
False,True,relationalOperatorReplacement,138486
False,True,relationalOperatorReplacement,193924
False,True,relationalOperatorReplacement,22
False,True,arithmeticOperatorReplacementShortcut,14
False,True,arithmeticOperatorReplacementShortcut,262
False,True,relationalOperatorReplacement,21
True,True,conditionalOperatorDeletion,4
True,True,assignmentOperatorReplacementShortcut,93
False,True,relationalOperatorReplacement,404666
False,True,conditionalOperatorReplacement,5280
False,True,arithmeticOperatorReplacementShortcut,138502
False,True,arithmeticOperatorReplacementBinary,193924
False,True,conditionalOperatorDeletion,9
False,True,relationalOperatorReplacement,12
True,True,relationalOperatorReplacement,2
False,True,relationalOperatorReplacement,121339
False,True,relationalOperatorReplacement,18
False,True,conditionalOperatorDeletion,31
True,True,relationalOperatorReplacement,3
True,True,relationalOperatorReplacement,2
True,True,relationalOperatorReplacement,6
True,True,arithmeticOperatorReplacementShortcut,6
False,True,relationalOperatorReplacement,511
False,True,conditionalOperatorDeletion,23809
False,True,relationalOperatorReplacement,10674
False,True,relationalOperatorReplacement,2293
False,True,relationalOperatorReplacement,250
True,True,relationalOperatorReplacement,2
True,True,relationalOperatorReplacement,8
True,True,conditionalOperatorReplacement,625
False,True,arithmeticOperatorReplacementBinary,72823
False,True,relationalOperatorReplacement,104729
True,True,arithmeticOperatorReplacementBinary,2
True,True,relationalOperatorReplacement,80
True,True,conditionalOperatorDeletion,250
True,True,relationalOperatorReplacement,14
True,True,arithmeticOperatorReplacementShortcut,144625
True,True,relationalOperatorReplacement,180
True,False,relationalOperatorReplacement,24
False,False,relationalOperatorReplacement,61
False,False,relationalOperatorReplacement,398
True,False,conditionalOperatorReplacement,43
True,False,relationalOperatorReplacement,9
False,False,conditionalOperatorDeletion,9
False,False,conditionalOperatorDeletion,94
True,False,relationalOperatorReplacement,43
False,False,arithmeticOperatorReplacementShortcut,78
True,False,conditionalOperatorReplacement,61
False,False,relationalOperatorReplacement,61
False,False,relationalOperatorReplacement,42
True,False,arithmeticOperatorReplacementShortcut,21
True,False,relationalOperatorReplacement,8
True,False,conditionalOperatorDeletion,15
True,False,relationalOperatorReplacement,14
False,False,arithmeticOperatorReplacementShortcut,681
False,False,relationalOperatorReplacement,968
False,False,conditionalOperatorDeletion,111
False,False,conditionalOperatorDeletion,64
False,False,relationalOperatorReplacement,6
False,False,conditionalOperatorReplacement,6
True,False,conditionalOperatorReplacement,64
False,False,conditionalOperatorDeletion,64
False,False,conditionalOperatorReplacement,108
False,False,arithmeticOperatorReplacementBinary,404
False,False,conditionalOperatorDeletion,64
False,False,conditionalOperatorDeletion,108
False,False,conditionalOperatorDeletion,108
False,False,conditionalOperatorDeletion,6
False,False,relationalOperatorReplacement,23
True,False,relationalOperatorReplacement,8
False,False,conditionalOperatorDeletion,64
False,False,conditionalOperatorDeletion,108
False,False,conditionalOperatorReplacement,108
True,False,conditionalOperatorReplacement,64
False,False,relationalOperatorReplacement,108
True,False,relationalOperatorReplacement,142
True,False,relationalOperatorReplacement,50
False,False,relationalOperatorReplacement,593
False,False,relationalOperatorReplacement,510
False,False,conditionalOperatorDeletion,426
False,False,conditionalOperatorReplacement,426
False,False,relationalOperatorReplacement,426
True,False,conditionalOperatorReplacement,252
False,False,arithmeticOperatorReplacementShortcut,238
False,False,arithmeticOperatorReplacementBinary,1342
False,False,conditionalOperatorReplacement,31
False,False,relationalOperatorReplacement,24
False,False,relationalOperatorReplacement,24
False,False,relationalOperatorReplacement,39
True,False,relationalOperatorReplacement,8868
True,False,conditionalOperatorReplacement,24
False,False,relationalOperatorReplacement,31
True,False,arithmeticOperatorReplacementShortcut,24
False,False,conditionalOperatorDeletion,31
False,False,relationalOperatorReplacement,7862
False,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,1780
False,False,relationalOperatorReplacement,15824
True,False,relationalOperatorReplacement,8962
True,False,arithmeticOperatorReplacementShortcut,7252
False,False,relationalOperatorReplacement,589
False,False,relationalOperatorReplacement,10739
False,False,relationalOperatorReplacement,24
False,False,relationalOperatorReplacement,12
False,False,arithmeticOperatorReplacementBinary,31
False,False,relationalOperatorReplacement,8
False,False,conditionalOperatorReplacement,736
False,False,relationalOperatorReplacement,736
False,False,relationalOperatorReplacement,1017
False,False,arithmeticOperatorReplacementBinary,415
False,False,arithmeticOperatorReplacementBinary,415
True,False,arithmeticOperatorReplacementBinary,415
True,False,arithmeticOperatorReplacementBinary,415
True,False,conditionalOperatorDeletion,888
True,False,relationalOperatorReplacement,75
False,False,conditionalOperatorDeletion,245
False,False,conditionalOperatorReplacement,869
True,False,conditionalOperatorDeletion,17
False,False,relationalOperatorReplacement,31
True,False,arithmeticOperatorReplacementBinary,47
False,False,conditionalOperatorDeletion,83
False,False,conditionalOperatorDeletion,245
True,False,conditionalOperatorDeletion,16
True,False,conditionalOperatorReplacement,17
False,False,conditionalOperatorReplacement,888
False,False,arithmeticOperatorReplacementShortcut,52
False,False,conditionalOperatorDeletion,98
False,False,conditionalOperatorReplacement,16
False,False,arithmeticOperatorReplacementBinary,47
True,False,arithmeticOperatorReplacementBinary,47
False,False,conditionalOperatorReplacement,245
False,False,relationalOperatorReplacement,52
True,False,conditionalOperatorReplacement,75
True,False,arithmeticOperatorReplacementBinary,59
False,False,conditionalOperatorDeletion,2891
False,False,conditionalOperatorDeletion,406
False,False,conditionalOperatorDeletion,406
False,False,relationalOperatorReplacement,132
False,False,conditionalOperatorReplacement,798
False,False,conditionalOperatorReplacement,2891
False,False,arithmeticOperatorReplacementUnary,132
True,False,relationalOperatorReplacement,894
True,False,conditionalOperatorDeletion,798
False,False,arithmeticOperatorReplacementShortcut,894
True,False,relationalOperatorReplacement,74
True,False,relationalOperatorReplacement,38
True,False,conditionalOperatorReplacement,254
False,False,conditionalOperatorReplacement,537
False,False,relationalOperatorReplacement,512
True,False,conditionalOperatorDeletion,14
True,False,conditionalOperatorDeletion,2
True,False,conditionalOperatorReplacement,27
False,False,relationalOperatorReplacement,537
True,False,conditionalOperatorDeletion,38
False,False,relationalOperatorReplacement,1074
True,False,conditionalOperatorReplacement,38
False,False,relationalOperatorReplacement,428
False,False,relationalOperatorReplacement,1074
False,False,conditionalOperatorDeletion,428
True,False,relationalOperatorReplacement,27
False,False,conditionalOperatorReplacement,428
False,False,relationalOperatorReplacement,195
True,False,conditionalOperatorDeletion,5
False,False,relationalOperatorReplacement,16
False,False,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,464
True,False,conditionalOperatorReplacement,674
True,False,arithmeticOperatorReplacementBinary,100
False,False,arithmeticOperatorReplacementUnary,464
True,False,conditionalOperatorDeletion,1010
True,False,relationalOperatorReplacement,100
False,False,conditionalOperatorReplacement,16
False,False,conditionalOperatorDeletion,1533
False,False,relationalOperatorReplacement,936
True,False,relationalOperatorReplacement,12
False,False,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,16
False,False,conditionalOperatorDeletion,219
True,False,arithmeticOperatorReplacementUnary,8
False,False,relationalOperatorReplacement,145
True,False,conditionalOperatorDeletion,11
False,False,conditionalOperatorDeletion,2060
False,False,relationalOperatorReplacement,1928
False,False,relationalOperatorReplacement,125
False,False,relationalOperatorReplacement,403
False,False,conditionalOperatorDeletion,56
True,False,relationalOperatorReplacement,2
False,True,relationalOperatorReplacement,36
False,True,relationalOperatorReplacement,68
False,True,conditionalOperatorDeletion,0
False,True,arithmeticOperatorReplacementBinary,568
False,True,relationalOperatorReplacement,238
False,True,relationalOperatorReplacement,1777
False,True,conditionalOperatorDeletion,102
False,True,arithmeticOperatorReplacementBinary,29
False,True,relationalOperatorReplacement,48
False,True,conditionalOperatorReplacement,406
False,True,conditionalOperatorReplacement,16
False,True,conditionalOperatorReplacement,56
False,True,relationalOperatorReplacement,480
False,True,relationalOperatorReplacement,1779
False,False,relationalOperatorReplacement,24
False,False,conditionalOperatorReplacement,26
False,False,relationalOperatorReplacement,217
True,False,conditionalOperatorDeletion,24
True,False,conditionalOperatorDeletion,26
False,False,conditionalOperatorDeletion,0
False,False,relationalOperatorReplacement,0
False,False,relationalOperatorReplacement,0
False,False,relationalOperatorReplacement,597
True,False,relationalOperatorReplacement,1
False,False,conditionalOperatorReplacement,12
True,False,conditionalOperatorReplacement,5
False,False,relationalOperatorReplacement,33
True,False,conditionalOperatorReplacement,169
False,False,relationalOperatorReplacement,5
False,False,relationalOperatorReplacement,8
True,False,relationalOperatorReplacement,3
True,False,relationalOperatorReplacement,3
False,False,relationalOperatorReplacement,19
False,False,relationalOperatorReplacement,872
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,732
False,False,relationalOperatorReplacement,84
False,False,relationalOperatorReplacement,3928
False,False,relationalOperatorReplacement,16
False,False,conditionalOperatorReplacement,3928
False,False,relationalOperatorReplacement,13312
False,False,relationalOperatorReplacement,4010
False,False,relationalOperatorReplacement,128
True,False,relationalOperatorReplacement,3
False,False,conditionalOperatorDeletion,0
False,False,relationalOperatorReplacement,5801
False,False,relationalOperatorReplacement,625
False,False,relationalOperatorReplacement,108
False,False,relationalOperatorReplacement,44
False,False,relationalOperatorReplacement,0
False,False,conditionalOperatorDeletion,0
True,False,conditionalOperatorReplacement,14
False,False,conditionalOperatorReplacement,491
False,False,relationalOperatorReplacement,586
False,False,conditionalOperatorReplacement,491
True,False,relationalOperatorReplacement,1
False,False,arithmeticOperatorReplacementBinary,586
False,False,relationalOperatorReplacement,1600
False,False,conditionalOperatorReplacement,491
False,False,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,491
False,False,conditionalOperatorReplacement,491
True,False,conditionalOperatorDeletion,491
False,False,conditionalOperatorDeletion,491
False,False,conditionalOperatorReplacement,491
False,False,relationalOperatorReplacement,138
False,False,conditionalOperatorDeletion,138
True,False,relationalOperatorReplacement,3
True,False,conditionalOperatorReplacement,138
False,False,conditionalOperatorReplacement,379
False,False,conditionalOperatorDeletion,25
True,False,relationalOperatorReplacement,25
False,False,relationalOperatorReplacement,629
False,False,relationalOperatorReplacement,2867
True,False,relationalOperatorReplacement,120
False,False,conditionalOperatorDeletion,27
False,False,assignmentOperatorReplacementShortcut,629
False,False,conditionalOperatorReplacement,25
False,False,arithmeticOperatorReplacementBinary,26
True,False,relationalOperatorReplacement,10
False,False,arithmeticOperatorReplacementShortcut,50179
False,False,relationalOperatorReplacement,101843
True,False,arithmeticOperatorReplacementShortcut,1
False,False,relationalOperatorReplacement,9
True,False,relationalOperatorReplacement,6
False,False,conditionalOperatorDeletion,13
False,False,conditionalOperatorDeletion,82
False,False,relationalOperatorReplacement,40
True,False,conditionalOperatorReplacement,13
False,False,arithmeticOperatorReplacementBinary,101843
False,False,relationalOperatorReplacement,40
False,False,relationalOperatorReplacement,2752
False,False,conditionalOperatorDeletion,12
False,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,102404
False,False,relationalOperatorReplacement,50138
False,False,relationalOperatorReplacement,525
False,False,conditionalOperatorDeletion,1259
False,False,relationalOperatorReplacement,41
False,False,relationalOperatorReplacement,9
False,False,relationalOperatorReplacement,9
False,False,relationalOperatorReplacement,214
True,False,arithmeticOperatorReplacementBinary,5
False,False,arithmeticOperatorReplacementBinary,41
True,False,conditionalOperatorDeletion,8
False,False,relationalOperatorReplacement,19
False,False,conditionalOperatorReplacement,403
False,False,conditionalOperatorReplacement,672
False,False,relationalOperatorReplacement,21
False,False,relationalOperatorReplacement,0
False,False,conditionalOperatorReplacement,403
True,False,relationalOperatorReplacement,1068
False,False,conditionalOperatorReplacement,209
False,False,arithmeticOperatorReplacementBinary,129091
False,False,relationalOperatorReplacement,56
False,False,relationalOperatorReplacement,728
False,False,conditionalOperatorReplacement,728
False,False,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,5
False,False,conditionalOperatorReplacement,56
False,False,conditionalOperatorDeletion,672
True,False,conditionalOperatorReplacement,7
False,False,conditionalOperatorReplacement,672
False,False,conditionalOperatorReplacement,728
False,False,conditionalOperatorReplacement,672
False,False,relationalOperatorReplacement,1
False,False,conditionalOperatorDeletion,403
False,False,relationalOperatorReplacement,1
True,False,relationalOperatorReplacement,3465
False,False,relationalOperatorReplacement,51222
False,False,assignmentOperatorReplacementShortcut,5
False,False,conditionalOperatorReplacement,672
False,False,conditionalOperatorReplacement,728
True,False,relationalOperatorReplacement,120
False,False,conditionalOperatorReplacement,728
False,False,arithmeticOperatorReplacementBinary,16
True,False,conditionalOperatorDeletion,3
False,False,relationalOperatorReplacement,1776
False,False,relationalOperatorReplacement,209
False,False,conditionalOperatorReplacement,1068
False,False,conditionalOperatorDeletion,728
True,False,conditionalOperatorDeletion,209
True,False,arithmeticOperatorReplacementBinary,5
True,False,conditionalOperatorReplacement,16
False,False,conditionalOperatorDeletion,16
False,False,conditionalOperatorDeletion,16
False,False,conditionalOperatorReplacement,16
False,False,conditionalOperatorDeletion,73
False,False,relationalOperatorReplacement,16
False,False,relationalOperatorReplacement,829
False,False,relationalOperatorReplacement,70
True,False,conditionalOperatorReplacement,1240
True,False,conditionalOperatorDeletion,24
False,False,relationalOperatorReplacement,18
True,False,relationalOperatorReplacement,17
True,False,conditionalOperatorReplacement,70
False,False,relationalOperatorReplacement,828
True,False,relationalOperatorReplacement,160
False,False,relationalOperatorReplacement,185
False,False,conditionalOperatorDeletion,185
False,False,conditionalOperatorReplacement,160
False,False,relationalOperatorReplacement,24
False,False,relationalOperatorReplacement,153
False,False,relationalOperatorReplacement,33
False,False,relationalOperatorReplacement,25
False,False,relationalOperatorReplacement,688
False,False,conditionalOperatorDeletion,688
False,False,relationalOperatorReplacement,185
True,False,relationalOperatorReplacement,6
False,False,arithmeticOperatorReplacementShortcut,1552
False,False,relationalOperatorReplacement,1552
False,False,arithmeticOperatorReplacementShortcut,22716
False,False,conditionalOperatorReplacement,38800
False,False,relationalOperatorReplacement,38800
False,False,relationalOperatorReplacement,64829
False,False,relationalOperatorReplacement,38800
False,False,arithmeticOperatorReplacementShortcut,26029
False,False,relationalOperatorReplacement,38800
False,False,arithmeticOperatorReplacementShortcut,26029
False,False,relationalOperatorReplacement,1226
True,False,arithmeticOperatorReplacementBinary,5
False,False,arithmeticOperatorReplacementShortcut,635
False,False,conditionalOperatorReplacement,1003
True,False,conditionalOperatorReplacement,10
True,False,arithmeticOperatorReplacementBinary,1183
False,False,relationalOperatorReplacement,2673
False,False,relationalOperatorReplacement,12
True,False,relationalOperatorReplacement,6
False,False,arithmeticOperatorReplacementShortcut,905
True,False,arithmeticOperatorReplacementBinary,1180
False,False,conditionalOperatorReplacement,112
True,False,relationalOperatorReplacement,7
True,False,relationalOperatorReplacement,2
True,False,relationalOperatorReplacement,9
False,False,arithmeticOperatorReplacementBinary,24
False,False,relationalOperatorReplacement,22
True,False,relationalOperatorReplacement,22
False,False,relationalOperatorReplacement,22
False,False,conditionalOperatorReplacement,22
False,False,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,12
False,False,relationalOperatorReplacement,22
True,False,arithmeticOperatorReplacementShortcut,2
False,False,conditionalOperatorDeletion,50152
False,False,relationalOperatorReplacement,1025
False,False,conditionalOperatorDeletion,248
False,False,relationalOperatorReplacement,381248
False,False,conditionalOperatorReplacement,828
False,False,relationalOperatorReplacement,593
False,False,conditionalOperatorReplacement,16050
False,False,conditionalOperatorDeletion,828
True,False,conditionalOperatorReplacement,15
False,False,relationalOperatorReplacement,16050
False,False,arithmeticOperatorReplacementShortcut,128
False,False,relationalOperatorReplacement,181
False,False,conditionalOperatorReplacement,828
False,False,conditionalOperatorDeletion,192
False,False,relationalOperatorReplacement,56
True,False,conditionalOperatorReplacement,181
False,False,conditionalOperatorDeletion,20
False,False,conditionalOperatorDeletion,31
False,False,assignmentOperatorReplacementShortcut,593
True,False,conditionalOperatorReplacement,16050
False,False,relationalOperatorReplacement,803
False,False,relationalOperatorReplacement,16050
False,False,relationalOperatorReplacement,71755
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,14
True,False,relationalOperatorReplacement,4
False,False,relationalOperatorReplacement,2
False,False,relationalOperatorReplacement,594
False,False,relationalOperatorReplacement,118759
False,False,relationalOperatorReplacement,2511
False,False,relationalOperatorReplacement,19397
False,False,relationalOperatorReplacement,5416
False,False,relationalOperatorReplacement,47360
False,False,relationalOperatorReplacement,435
False,False,conditionalOperatorReplacement,3214
False,False,relationalOperatorReplacement,3214
True,False,conditionalOperatorReplacement,415
False,False,relationalOperatorReplacement,67
True,False,conditionalOperatorReplacement,1720
False,False,relationalOperatorReplacement,43462
False,False,relationalOperatorReplacement,415
True,False,relationalOperatorReplacement,18
False,False,relationalOperatorReplacement,4078
False,False,conditionalOperatorDeletion,13
False,False,conditionalOperatorDeletion,2981
False,False,conditionalOperatorReplacement,2981
False,False,conditionalOperatorReplacement,2981
False,False,relationalOperatorReplacement,67
False,False,conditionalOperatorReplacement,67
True,False,relationalOperatorReplacement,3214
False,False,conditionalOperatorReplacement,703
False,False,conditionalOperatorDeletion,3291
False,False,conditionalOperatorDeletion,58
False,False,conditionalOperatorReplacement,703
False,False,conditionalOperatorReplacement,8
False,False,conditionalOperatorReplacement,379
True,False,arithmeticOperatorReplacementShortcut,1560
False,False,relationalOperatorReplacement,3293
False,False,conditionalOperatorDeletion,2200
False,False,arithmeticOperatorReplacementBinary,99
False,False,conditionalOperatorDeletion,1546
False,False,relationalOperatorReplacement,1560
False,False,conditionalOperatorReplacement,74
True,False,conditionalOperatorDeletion,371
True,False,relationalOperatorReplacement,2
False,False,relationalOperatorReplacement,1065
False,False,arithmeticOperatorReplacementShortcut,1071
False,False,conditionalOperatorDeletion,3285
False,False,conditionalOperatorReplacement,61
False,False,arithmeticOperatorReplacementBinary,1560
True,False,relationalOperatorReplacement,350
False,False,conditionalOperatorReplacement,2036
False,False,relationalOperatorReplacement,3291
False,False,conditionalOperatorReplacement,322
False,False,relationalOperatorReplacement,47
False,False,conditionalOperatorReplacement,61
False,False,conditionalOperatorReplacement,324
False,False,conditionalOperatorReplacement,74
False,False,conditionalOperatorDeletion,102
True,False,conditionalOperatorDeletion,5530
True,False,conditionalOperatorDeletion,2
False,False,conditionalOperatorReplacement,3285
True,False,relationalOperatorReplacement,1071
False,False,arithmeticOperatorReplacementBinary,1065
False,False,conditionalOperatorDeletion,979
True,False,conditionalOperatorReplacement,11
False,False,relationalOperatorReplacement,82
False,False,relationalOperatorReplacement,39121
True,False,relationalOperatorReplacement,81
False,False,relationalOperatorReplacement,11
False,False,conditionalOperatorReplacement,39338
False,False,relationalOperatorReplacement,285
False,False,arithmeticOperatorReplacementShortcut,761
False,False,arithmeticOperatorReplacementShortcut,142
True,False,relationalOperatorReplacement,761
True,False,arithmeticOperatorReplacementShortcut,3291
False,False,arithmeticOperatorReplacementBinary,8
False,False,relationalOperatorReplacement,3684
False,False,relationalOperatorReplacement,6040
False,False,conditionalOperatorReplacement,6764
True,False,conditionalOperatorReplacement,285
False,False,relationalOperatorReplacement,7168
False,False,arithmeticOperatorReplacementBinary,475
False,False,arithmeticOperatorReplacementBinary,9589
False,False,conditionalOperatorReplacement,33186
True,False,relationalOperatorReplacement,8
False,False,arithmeticOperatorReplacementBinary,7011
False,False,relationalOperatorReplacement,9589
False,False,relationalOperatorReplacement,68436
True,False,relationalOperatorReplacement,196
False,False,arithmeticOperatorReplacementBinary,3291
False,False,conditionalOperatorReplacement,39121
True,False,relationalOperatorReplacement,3
False,False,arithmeticOperatorReplacementShortcut,9589
False,False,arithmeticOperatorReplacementShortcut,7011
False,False,arithmeticOperatorReplacementShortcut,3302
False,False,arithmeticOperatorReplacementShortcut,8
False,False,arithmeticOperatorReplacementShortcut,4
False,False,relationalOperatorReplacement,3291
False,False,relationalOperatorReplacement,33186
False,False,arithmeticOperatorReplacementShortcut,15133
False,False,relationalOperatorReplacement,253
False,False,arithmeticOperatorReplacementShortcut,6040
False,False,relationalOperatorReplacement,3292
True,False,conditionalOperatorReplacement,270
False,False,relationalOperatorReplacement,142
False,False,relationalOperatorReplacement,7011
False,False,arithmeticOperatorReplacementBinary,46
False,False,arithmeticOperatorReplacementBinary,142
False,False,arithmeticOperatorReplacementBinary,6040
False,False,relationalOperatorReplacement,590
False,False,arithmeticOperatorReplacementBinary,68436
True,False,arithmeticOperatorReplacementShortcut,179222
False,False,relationalOperatorReplacement,77696
True,False,arithmeticOperatorReplacementBinary,6327
False,False,relationalOperatorReplacement,25020
False,False,conditionalOperatorReplacement,3295
False,False,conditionalOperatorReplacement,27
False,False,relationalOperatorReplacement,6327
False,False,arithmeticOperatorReplacementShortcut,372513
False,False,conditionalOperatorReplacement,316641
True,False,relationalOperatorReplacement,49597
False,False,arithmeticOperatorReplacementShortcut,221
False,False,relationalOperatorReplacement,534
False,False,arithmeticOperatorReplacementBinary,444
False,False,conditionalOperatorReplacement,10
False,False,arithmeticOperatorReplacementBinary,47041
False,False,arithmeticOperatorReplacementShortcut,179222
False,False,relationalOperatorReplacement,3580
False,False,arithmeticOperatorReplacementBinary,2983
False,False,relationalOperatorReplacement,146011
False,False,assignmentOperatorReplacementShortcut,5
False,False,relationalOperatorReplacement,431426
True,False,conditionalOperatorReplacement,48
False,False,relationalOperatorReplacement,147535
False,False,arithmeticOperatorReplacementShortcut,69657
False,False,arithmeticOperatorReplacementShortcut,89
False,False,relationalOperatorReplacement,99980
False,False,relationalOperatorReplacement,69657
False,False,arithmeticOperatorReplacementShortcut,2204
False,False,conditionalOperatorReplacement,147535
False,False,relationalOperatorReplacement,39568
False,False,relationalOperatorReplacement,3841
False,False,conditionalOperatorReplacement,44
False,False,relationalOperatorReplacement,247
False,False,conditionalOperatorReplacement,668
False,False,relationalOperatorReplacement,10
False,False,arithmeticOperatorReplacementBinary,25020
False,False,conditionalOperatorReplacement,147535
False,False,conditionalOperatorReplacement,147535
False,False,arithmeticOperatorReplacementBinary,3841
True,False,arithmeticOperatorReplacementBinary,247
False,False,relationalOperatorReplacement,245
False,False,arithmeticOperatorReplacementBinary,48
False,False,relationalOperatorReplacement,3194
False,False,arithmeticOperatorReplacementUnary,7
False,False,relationalOperatorReplacement,3202
False,False,arithmeticOperatorReplacementBinary,534
False,False,arithmeticOperatorReplacementBinary,39568
False,False,relationalOperatorReplacement,47041
False,False,relationalOperatorReplacement,179222
False,False,arithmeticOperatorReplacementUnary,16
False,False,relationalOperatorReplacement,25020
False,False,arithmeticOperatorReplacementShortcut,10004
False,False,conditionalOperatorReplacement,3194
False,False,relationalOperatorReplacement,147535
False,False,relationalOperatorReplacement,147535
False,False,conditionalOperatorReplacement,316641
False,False,arithmeticOperatorReplacementUnary,85
False,False,relationalOperatorReplacement,107353
True,False,relationalOperatorReplacement,44
False,False,arithmeticOperatorReplacementShortcut,245
False,False,arithmeticOperatorReplacementShortcut,12769
True,False,conditionalOperatorReplacement,147535
False,False,relationalOperatorReplacement,49597
False,False,arithmeticOperatorReplacementShortcut,6323
False,False,relationalOperatorReplacement,6323
False,False,conditionalOperatorReplacement,49597
False,False,arithmeticOperatorReplacementBinary,81
False,False,conditionalOperatorDeletion,2983
False,False,assignmentOperatorReplacementShortcut,3296
False,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,7568
False,False,relationalOperatorReplacement,44
False,False,relationalOperatorReplacement,12985
False,False,arithmeticOperatorReplacementBinary,13
False,False,conditionalOperatorReplacement,12985
False,False,relationalOperatorReplacement,48
False,False,arithmeticOperatorReplacementBinary,15
False,False,arithmeticOperatorReplacementBinary,107353
False,False,relationalOperatorReplacement,117710
True,False,arithmeticOperatorReplacementUnary,8
False,False,logicalOperatorReplacement,107353
True,False,arithmeticOperatorReplacementBinary,7568
False,False,conditionalOperatorReplacement,147535
False,False,relationalOperatorReplacement,42
False,False,arithmeticOperatorReplacementShortcut,42
False,False,arithmeticOperatorReplacementBinary,42
False,False,relationalOperatorReplacement,607
True,False,relationalOperatorReplacement,11
False,False,relationalOperatorReplacement,13088
False,False,relationalOperatorReplacement,2529
False,False,relationalOperatorReplacement,909
False,False,relationalOperatorReplacement,227
True,False,conditionalOperatorReplacement,367
False,False,conditionalOperatorDeletion,367
False,False,relationalOperatorReplacement,9
False,False,relationalOperatorReplacement,151
True,False,arithmeticOperatorReplacementShortcut,3
False,False,assignmentOperatorReplacementShortcut,107
False,False,conditionalOperatorReplacement,2176
False,False,arithmeticOperatorReplacementShortcut,263
False,False,relationalOperatorReplacement,2176
False,False,conditionalOperatorReplacement,157
False,False,relationalOperatorReplacement,112
False,False,arithmeticOperatorReplacementUnary,248
False,False,conditionalOperatorReplacement,2914
False,False,conditionalOperatorDeletion,2914
True,False,relationalOperatorReplacement,2176
False,False,relationalOperatorReplacement,844
False,False,relationalOperatorReplacement,2176
False,False,conditionalOperatorDeletion,1527
False,False,relationalOperatorReplacement,13149
False,False,conditionalOperatorReplacement,454
False,False,conditionalOperatorReplacement,1527
False,False,relationalOperatorReplacement,38975
False,False,conditionalOperatorDeletion,16393
False,False,conditionalOperatorReplacement,598
True,False,conditionalOperatorDeletion,2
False,False,relationalOperatorReplacement,8282
False,False,relationalOperatorReplacement,667
False,True,arithmeticOperatorReplacementBinary,3302
False,True,relationalOperatorReplacement,172
False,True,conditionalOperatorReplacement,4
False,True,relationalOperatorReplacement,19397
False,True,relationalOperatorReplacement,2
True,True,relationalOperatorReplacement,61
False,True,relationalOperatorReplacement,33875
False,True,conditionalOperatorReplacement,9
True,True,relationalOperatorReplacement,3
False,True,conditionalOperatorReplacement,138
False,True,relationalOperatorReplacement,22
False,True,conditionalOperatorDeletion,13
False,True,relationalOperatorReplacement,115
True,True,relationalOperatorReplacement,13
True,True,relationalOperatorReplacement,83
False,True,relationalOperatorReplacement,5648
True,True,relationalOperatorReplacement,0
True,True,relationalOperatorReplacement,44
True,True,relationalOperatorReplacement,5
True,True,arithmeticOperatorReplacementUnary,112
False,True,arithmeticOperatorReplacementBinary,3285
False,True,relationalOperatorReplacement,1240
False,True,relationalOperatorReplacement,48
True,True,conditionalOperatorReplacement,491
True,True,conditionalOperatorDeletion,975
True,True,conditionalOperatorDeletion,88524
True,True,relationalOperatorReplacement,37
False,True,relationalOperatorReplacement,248
False,True,arithmeticOperatorReplacementShortcut,64
False,True,conditionalOperatorReplacement,2176
False,True,relationalOperatorReplacement,8
True,True,relationalOperatorReplacement,905
